date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan,jenis_tanah,resiko_bencana,target_commodity
11/1/2022,26.46,29.53,24.28,84.59,2.37,Lapangan,Aluvial,Tinggi,Padi
11/2/2022,26.05,27.76,25.05,88.12,2.61,Lapangan,Aluvial,Tinggi,Padi
11/3/2022,26.4,28.42,24.99,83.52,2.04,Lapangan,Aluvial,Tinggi,Padi
11/4/2022,24.93,26.59,23.81,88.44,2.53,Lapangan,Aluvial,Tinggi,Padi
11/5/2022,25.74,28,24.04,88.24,2.33,Lapangan,Aluvial,Tinggi,Padi
11/6/2022,25.73,27.46,24.44,90.41,2.53,Lapangan,Aluvial,Tinggi,Padi
11/7/2022,26.84,29.29,24.94,81.6,1.31,Lapangan,Aluvial,Tinggi,Padi
11/8/2022,25.95,27.16,25.16,89.19,2.42,Lapangan,Aluvial,Tinggi,Padi
11/9/2022,26.33,28.02,25.07,83.89,1.24,Lapangan,Aluvial,Tinggi,Padi
11/10/2022,25.78,27.62,24.45,87.05,1.53,Lapangan,Aluvial,Tinggi,Padi
11/11/2022,25.19,27,23.84,86.76,1.7,Lapangan,Aluvial,Tinggi,Padi
11/12/2022,25.52,27.37,24.07,87.69,1.6,Lapangan,Aluvial,Tinggi,Padi
11/13/2022,24.81,25.66,23.81,92.24,2.42,Lapangan,Aluvial,Tinggi,Padi
11/14/2022,25.54,27.82,23.73,88.18,1.56,Lapangan,Aluvial,Tinggi,Padi
11/15/2022,25.85,27.92,24.25,88.3,1.63,Lapangan,Aluvial,Tinggi,Padi
11/16/2022,25.82,27.3,24.87,90.92,1.66,Lapangan,Aluvial,Tinggi,Padi
11/17/2022,25.6,27.68,24.27,87.82,1.35,Lapangan,Aluvial,Tinggi,Padi
11/18/2022,25.88,28.39,24.42,84.32,1.23,Lapangan,Aluvial,Tinggi,Padi
11/19/2022,26.08,28.08,24.64,84.05,1.71,Lapangan,Aluvial,Tinggi,Padi
11/20/2022,25.79,28.55,23.35,82.38,2.61,Lapangan,Aluvial,Tinggi,Padi
11/21/2022,26.39,29.08,24.11,85.97,2.92,Lapangan,Aluvial,Tinggi,Padi
11/22/2022,26.64,29.77,23.95,87.05,2.83,Lapangan,Aluvial,Tinggi,Padi
11/23/2022,26.4,29.32,24.3,86.1,3.15,Lapangan,Aluvial,Tinggi,Padi
11/24/2022,26.04,29.63,23.02,84.17,2.45,Lapangan,Aluvial,Tinggi,Padi
11/25/2022,26.37,30.03,22.82,76.9,1.29,Lapangan,Aluvial,Tinggi,Padi
11/26/2022,25.43,27.04,23.56,84.92,1.31,Lapangan,Aluvial,Tinggi,Padi
11/27/2022,26.38,28.92,24.38,82.76,1.25,Lapangan,Aluvial,Tinggi,Padi
11/28/2022,26.44,28.4,25.35,83.55,1.03,Lapangan,Aluvial,Tinggi,Padi
11/29/2022,27.28,29.41,25.47,77.62,0.86,Lapangan,Aluvial,Tinggi,Padi
11/30/2022,26.57,28.15,25.38,84.36,1.17,Lapangan,Aluvial,Tinggi,Padi
12/1/2022,26.03,27.71,24.9,87.83,1.54,Lapangan,Aluvial,Tinggi,Padi
12/2/2022,25.91,27.83,24.56,84.13,1.15,Lapangan,Aluvial,Tinggi,Padi
12/3/2022,25.27,27.59,23.8,86.94,2.09,Lapangan,Aluvial,Tinggi,Padi
12/4/2022,25.26,27.19,23.58,88.15,2.22,Lapangan,Aluvial,Tinggi,Padi
12/5/2022,26.09,28.2,24.58,85.93,1.93,Lapangan,Aluvial,Tinggi,Padi
12/6/2022,26.64,28.73,25.24,86.03,1.56,Lapangan,Aluvial,Tinggi,Padi
12/7/2022,26.43,27.88,25.36,87.46,1.4,Lapangan,Aluvial,Tinggi,Padi
12/8/2022,25.52,27.06,23.92,90.65,2.33,Lapangan,Aluvial,Tinggi,Padi
12/9/2022,24.46,26.13,23.36,87.62,1.93,Lapangan,Aluvial,Tinggi,Padi
12/10/2022,24.95,27.05,23.37,87.04,2.04,Lapangan,Aluvial,Tinggi,Padi
12/11/2022,24.86,26.14,23.82,86.69,1.65,Lapangan,Aluvial,Tinggi,Padi
12/12/2022,25.24,27.62,23.24,88.86,1.35,Lapangan,Aluvial,Tinggi,Padi
12/13/2022,25.25,27.51,24.23,91.04,2.2,Lapangan,Aluvial,Tinggi,Padi
12/14/2022,25.12,26.18,24.06,90.54,1.69,Lapangan,Aluvial,Tinggi,Padi
12/15/2022,25.23,26.26,24.28,91.97,2.68,Lapangan,Aluvial,Tinggi,Padi
12/16/2022,26.01,27.66,24.6,91.65,2.23,Lapangan,Aluvial,Tinggi,Padi
12/17/2022,25.81,27.14,24.51,89.06,1.74,Lapangan,Aluvial,Tinggi,Padi
12/18/2022,25.73,27.59,24.61,89.47,3.6,Lapangan,Aluvial,Tinggi,Padi
12/19/2022,25.66,26.63,24.71,91.33,3.74,Lapangan,Aluvial,Tinggi,Padi
12/20/2022,26.15,27.99,24.98,88.55,3.04,Lapangan,Aluvial,Tinggi,Padi
12/21/2022,25.6,26.63,25.07,91.09,2.38,Lapangan,Aluvial,Tinggi,Padi
12/22/2022,26.1,28.02,24.42,78.5,0.97,Lapangan,Aluvial,Tinggi,Padi
12/23/2022,26.42,28.62,24.86,81.3,1.3,Lapangan,Aluvial,Tinggi,Padi
12/24/2022,25.92,28.18,24.2,83.73,2.12,Lapangan,Aluvial,Tinggi,Padi
12/25/2022,25.87,28.13,23.93,84.68,2.81,Lapangan,Aluvial,Tinggi,Padi
12/26/2022,25.98,27.55,24.96,87.23,2.96,Lapangan,Aluvial,Tinggi,Padi
12/27/2022,25.81,27.92,24.34,85.1,2.58,Lapangan,Aluvial,Tinggi,Padi
12/28/2022,25.94,27.99,24.46,81.68,2.05,Lapangan,Aluvial,Tinggi,Padi
12/29/2022,25.45,26.98,24.13,84.65,2.85,Lapangan,Aluvial,Tinggi,Padi
12/30/2022,25.46,27.54,23.89,82.53,2.24,Lapangan,Aluvial,Tinggi,Padi
12/31/2022,25.55,27.93,23.67,80.65,2.02,Lapangan,Aluvial,Tinggi,Padi
1/1/2023,26.04,28.14,24.25,80.3,2.17,Lapangan,Aluvial,Tinggi,Padi
1/2/2023,25.67,27.66,23.95,86.07,2.49,Lapangan,Aluvial,Tinggi,Padi
1/3/2023,25.69,27.25,24.32,88.87,2.06,Lapangan,Aluvial,Tinggi,Padi
1/4/2023,25.35,27.05,24.02,85.98,1.46,Lapangan,Aluvial,Tinggi,Padi
1/5/2023,25.74,27.65,24.04,85.69,1.69,Lapangan,Aluvial,Tinggi,Padi
1/6/2023,26.41,29.08,24.09,80.03,1.47,Lapangan,Aluvial,Tinggi,Padi
1/7/2023,25.44,27.28,24.37,87.1,2.18,Lapangan,Aluvial,Tinggi,Padi
1/8/2023,25.36,27.6,23.75,86.53,2.32,Lapangan,Aluvial,Tinggi,Padi
1/9/2023,25.65,27.44,23.97,86.75,1.97,Lapangan,Aluvial,Tinggi,Padi
1/10/2023,25.83,27.48,24.71,87.06,2.18,Lapangan,Aluvial,Tinggi,Padi
1/11/2023,25.8,27.31,24.38,84.84,1.3,Lapangan,Aluvial,Tinggi,Padi
1/12/2023,26.24,28.79,24.63,83.77,1.55,Lapangan,Aluvial,Tinggi,Padi
1/13/2023,25.84,27.54,24.79,87.95,1.94,Lapangan,Aluvial,Tinggi,Padi
1/14/2023,25.85,27.72,24.28,85.7,1.56,Lapangan,Aluvial,Tinggi,Padi
1/15/2023,25.54,27.12,24.05,91.43,2.89,Lapangan,Aluvial,Tinggi,Padi
1/16/2023,25.83,27.71,24.44,85.02,3.19,Lapangan,Aluvial,Tinggi,Padi
1/17/2023,25.83,27.51,23.93,72.48,0.94,Lapangan,Aluvial,Tinggi,Padi
1/18/2023,25.64,28.15,23.25,77.13,1.73,Lapangan,Aluvial,Tinggi,Padi
1/19/2023,26.28,28.56,24.41,83.29,2.55,Lapangan,Aluvial,Tinggi,Padi
1/20/2023,26,28.06,24.57,85.24,1.48,Lapangan,Aluvial,Tinggi,Padi
1/21/2023,25.71,27.24,24.43,90.83,2.87,Lapangan,Aluvial,Tinggi,Padi
1/22/2023,25.67,27.51,24.25,83.55,1.03,Lapangan,Aluvial,Tinggi,Padi
1/23/2023,25.8,27.21,24.56,85.29,1.45,Lapangan,Aluvial,Tinggi,Padi
1/24/2023,25.03,26.56,23.82,87.43,1.34,Lapangan,Aluvial,Tinggi,Padi
1/25/2023,25.64,28.26,23.36,83.99,2.73,Lapangan,Aluvial,Tinggi,Padi
1/26/2023,25.72,27.51,23.92,87.1,2.31,Lapangan,Aluvial,Tinggi,Padi
1/27/2023,25.66,27,24.71,88.17,2.06,Lapangan,Aluvial,Tinggi,Padi
1/28/2023,25.19,26.45,24.24,88.92,2.36,Lapangan,Aluvial,Tinggi,Padi
1/29/2023,25.7,27.68,24.63,90.46,3.27,Lapangan,Aluvial,Tinggi,Padi
1/30/2023,25.74,27.27,24.69,89.92,3,Lapangan,Aluvial,Tinggi,Padi
1/31/2023,25.88,27.43,24.93,88.65,3.23,Lapangan,Aluvial,Tinggi,Padi
2/1/2023,25.93,27.6,24.55,88.28,2.12,Lapangan,Aluvial,Tinggi,Padi
2/2/2023,26.2,27.77,24.61,83.99,1.31,Lapangan,Aluvial,Tinggi,Padi
2/3/2023,25.3,26.99,24.2,89.16,1.88,Lapangan,Aluvial,Tinggi,Padi
2/4/2023,26.07,27.87,24.59,87.13,1.36,Lapangan,Aluvial,Tinggi,Padi
2/5/2023,25.9,27.3,24.44,87.74,1.4,Lapangan,Aluvial,Tinggi,Padi
2/6/2023,25.63,27.15,24.59,88.14,1.68,Lapangan,Aluvial,Tinggi,Padi
2/7/2023,26.15,28.49,24.43,82.94,1.28,Lapangan,Aluvial,Tinggi,Padi
2/8/2023,26.03,27.77,24.38,87.06,1.61,Lapangan,Aluvial,Tinggi,Padi
2/9/2023,26.8,28.99,24.87,80.43,1.06,Lapangan,Aluvial,Tinggi,Padi
2/10/2023,26.21,27.58,24.86,86.34,1.78,Lapangan,Aluvial,Tinggi,Padi
2/11/2023,26.21,28.22,23.22,78.41,1.38,Lapangan,Aluvial,Tinggi,Padi
2/12/2023,26.43,28.02,25.22,85.36,1.99,Lapangan,Aluvial,Tinggi,Padi
2/13/2023,26.57,29,24.91,83.7,1.36,Lapangan,Aluvial,Tinggi,Padi
2/14/2023,26.26,28.4,24.48,87.17,2,Lapangan,Aluvial,Tinggi,Padi
2/15/2023,25.98,27.7,24.47,81.61,1.37,Lapangan,Aluvial,Tinggi,Padi
2/16/2023,26.24,28.9,23.84,83.29,2.5,Lapangan,Aluvial,Tinggi,Padi
2/17/2023,26.36,28.69,24.22,83.86,2.24,Lapangan,Aluvial,Tinggi,Padi
2/18/2023,26.08,27.87,24.78,85.88,1.97,Lapangan,Aluvial,Tinggi,Padi
2/19/2023,26.47,28.76,24.55,83.66,1.59,Lapangan,Aluvial,Tinggi,Padi
2/20/2023,26.44,29.01,24.17,82,1.53,Lapangan,Aluvial,Tinggi,Padi
2/21/2023,26.79,29.35,24.9,81.36,1.41,Lapangan,Aluvial,Tinggi,Padi
2/22/2023,26.75,28.66,24.98,81,1.15,Lapangan,Aluvial,Tinggi,Padi
2/23/2023,27.25,30.12,25.27,77.08,1.43,Lapangan,Aluvial,Tinggi,Padi
2/24/2023,26.36,28.79,24.28,80.79,1.95,Lapangan,Aluvial,Tinggi,Padi
2/25/2023,26.5,29.52,23.58,80.98,1.71,Lapangan,Aluvial,Tinggi,Padi
2/26/2023,26.17,28.73,24.03,80.29,2.73,Lapangan,Aluvial,Tinggi,Padi
2/27/2023,26.26,29.14,23.79,78.93,2.15,Lapangan,Aluvial,Tinggi,Padi
2/28/2023,26.48,28.76,24.98,82.93,2.21,Lapangan,Aluvial,Tinggi,Padi
3/1/2023,25.47,27,24.17,88.74,2.5,Lapangan,Aluvial,Tinggi,Padi
3/2/2023,26.38,28.98,23.79,80.56,1.82,Lapangan,Aluvial,Tinggi,Padi
3/3/2023,26.31,27.98,24.51,74.53,0.74,Lapangan,Aluvial,Tinggi,Padi
3/4/2023,26.13,28.15,24.59,81.8,1.81,Lapangan,Aluvial,Tinggi,Padi
3/5/2023,26.11,28.55,24.23,79.89,1.78,Lapangan,Aluvial,Tinggi,Padi
3/6/2023,26.09,28.98,24.04,76.94,2.04,Lapangan,Aluvial,Tinggi,Padi
3/7/2023,26.53,29.18,24.47,75.66,1.8,Lapangan,Aluvial,Tinggi,Padi
3/8/2023,26.71,29.24,24.59,81.52,2.22,Lapangan,Aluvial,Tinggi,Padi
3/9/2023,26.56,29.28,24.2,82.65,1.61,Lapangan,Aluvial,Tinggi,Padi
3/10/2023,26.52,28.97,24.58,83.09,1.84,Lapangan,Aluvial,Tinggi,Padi
3/11/2023,26.86,29.42,24.88,80.64,1.63,Lapangan,Aluvial,Tinggi,Padi
3/12/2023,27.13,29.71,24.93,81.85,1.92,Lapangan,Aluvial,Tinggi,Padi
3/13/2023,26.77,28.42,25.53,82.06,2.37,Lapangan,Aluvial,Tinggi,Padi
3/14/2023,26.77,28.82,25,77.58,1.75,Lapangan,Aluvial,Tinggi,Padi
3/15/2023,27.14,29.28,25.6,79.21,1.86,Lapangan,Aluvial,Tinggi,Padi
3/16/2023,26.74,29.02,25.24,82.8,2.23,Lapangan,Aluvial,Tinggi,Padi
3/17/2023,26.98,29.71,25.1,81.74,1.76,Lapangan,Aluvial,Tinggi,Padi
3/18/2023,26.7,28.97,24.79,86.22,1.91,Lapangan,Aluvial,Tinggi,Padi
3/19/2023,27.68,29.91,25.15,79.71,1.17,Lapangan,Aluvial,Tinggi,Padi
3/20/2023,26.9,28.21,25.93,86.82,1.49,Lapangan,Aluvial,Tinggi,Padi
3/21/2023,27.7,30.28,25.66,79.83,1.36,Lapangan,Aluvial,Tinggi,Padi
3/22/2023,27.59,30.13,25.43,77.71,1.41,Lapangan,Aluvial,Tinggi,Padi
3/23/2023,27.13,29.24,25.21,83.44,2.44,Lapangan,Aluvial,Tinggi,Padi
3/24/2023,26.35,28.19,24.46,88.81,2.78,Lapangan,Aluvial,Tinggi,Padi
3/25/2023,26.25,28.05,24.9,86.62,2.9,Lapangan,Aluvial,Tinggi,Padi
3/26/2023,26.45,28.57,24.69,86.75,2.18,Lapangan,Aluvial,Tinggi,Padi
3/27/2023,27.62,30.39,25.38,79.62,1.31,Lapangan,Aluvial,Tinggi,Padi
3/28/2023,28.16,30.05,26.54,78.66,0.96,Lapangan,Aluvial,Tinggi,Padi
3/29/2023,27.84,30.52,25.96,77.81,1.4,Lapangan,Aluvial,Tinggi,Padi
3/30/2023,27.25,29.78,24.8,81.24,1.47,Lapangan,Aluvial,Tinggi,Padi
3/31/2023,26.96,29.32,24.6,82.71,1.46,Lapangan,Aluvial,Tinggi,Padi
4/1/2023,26.98,29,24.59,81.44,1.25,Lapangan,Aluvial,Tinggi,Padi
4/2/2023,27.17,29.78,25.4,83.38,2.58,Lapangan,Aluvial,Tinggi,Padi
4/3/2023,26.79,29.1,24.96,83.03,2.13,Lapangan,Aluvial,Tinggi,Padi
4/4/2023,26.75,28.85,25.05,85.2,2.7,Lapangan,Aluvial,Tinggi,Padi
4/5/2023,27,29.58,25.05,81.43,2.91,Lapangan,Aluvial,Tinggi,Padi
4/6/2023,27.1,30.05,24.74,81.71,2.2,Lapangan,Aluvial,Tinggi,Padi
4/7/2023,26.86,28.75,25.19,86.39,2.4,Lapangan,Aluvial,Tinggi,Padi
4/8/2023,27.63,30.13,25.67,83.65,1.95,Lapangan,Aluvial,Tinggi,Padi
4/9/2023,27.89,29.93,26.04,77.91,1.21,Lapangan,Aluvial,Tinggi,Padi
4/10/2023,28.24,31.6,25.18,70.99,1.25,Lapangan,Aluvial,Tinggi,Padi
4/11/2023,28.23,31.29,25.56,78.13,1.24,Lapangan,Aluvial,Tinggi,Padi
4/12/2023,27.88,31.4,25.23,82,1.95,Lapangan,Aluvial,Tinggi,Padi
4/13/2023,27.71,30.45,25.71,85.46,2.04,Lapangan,Aluvial,Tinggi,Padi
4/14/2023,27.39,29.52,25.46,88.31,2.45,Lapangan,Aluvial,Tinggi,Padi
4/15/2023,27.68,29.77,26.07,87.43,2.59,Lapangan,Aluvial,Tinggi,Padi
4/16/2023,28.03,30.49,25.99,85.74,2.51,Lapangan,Aluvial,Tinggi,Padi
4/17/2023,28.53,31.06,26.49,82.81,1.47,Lapangan,Aluvial,Tinggi,Padi
4/18/2023,28.63,30.97,27.02,83.33,1.43,Lapangan,Aluvial,Tinggi,Padi
4/19/2023,28.31,29.85,27.06,89.03,2.04,Lapangan,Aluvial,Tinggi,Padi
4/20/2023,28.07,30.47,26.52,82.97,1.55,Lapangan,Aluvial,Tinggi,Padi
4/21/2023,28.03,30.58,25.74,79.6,1.09,Lapangan,Aluvial,Tinggi,Padi
4/22/2023,27.46,29.39,25.74,85.33,1.36,Lapangan,Aluvial,Tinggi,Padi
4/23/2023,27.65,29.97,25.87,80.45,1.19,Lapangan,Aluvial,Tinggi,Padi
4/24/2023,27.82,30.21,25.92,80.92,1.35,Lapangan,Aluvial,Tinggi,Padi
4/25/2023,28.54,30.96,26.61,78.72,1.4,Lapangan,Aluvial,Tinggi,Padi
4/26/2023,28.24,30.36,26.53,81,1.23,Lapangan,Aluvial,Tinggi,Padi
4/27/2023,28.57,30.66,26.75,76.92,0.82,Lapangan,Aluvial,Tinggi,Padi
4/28/2023,27.99,30.07,26.31,79.72,0.95,Lapangan,Aluvial,Tinggi,Padi
4/29/2023,27.39,29.39,25.73,84.62,1.43,Lapangan,Aluvial,Tinggi,Padi
4/30/2023,27.71,29.93,25.45,82.33,1.46,Lapangan,Aluvial,Tinggi,Padi
5/1/2023,28.76,31.35,26.1,77.54,1.16,Lapangan,Aluvial,Tinggi,Padi
5/2/2023,28.1,30.02,26.64,85.41,2.29,Lapangan,Aluvial,Tinggi,Padi
5/3/2023,28.01,30.24,26.22,82.4,1.39,Lapangan,Aluvial,Tinggi,Padi
5/4/2023,27.79,29.82,26.39,83.61,1.7,Lapangan,Aluvial,Tinggi,Padi
5/5/2023,27.71,30.07,25.86,85.21,2.52,Lapangan,Aluvial,Tinggi,Padi
5/6/2023,28.67,31.71,26.09,80.7,1.61,Lapangan,Aluvial,Tinggi,Padi
5/7/2023,27.87,29.74,26.72,85.52,1.27,Lapangan,Aluvial,Tinggi,Padi
5/8/2023,27.91,30.33,26.26,86.79,1.83,Lapangan,Aluvial,Tinggi,Padi
5/9/2023,28.53,31.29,26.28,77.49,1.1,Lapangan,Aluvial,Tinggi,Padi
5/10/2023,28.31,31.13,25.86,80.79,1.2,Lapangan,Aluvial,Tinggi,Padi
5/11/2023,28.92,31.45,26.9,76.7,1.39,Lapangan,Aluvial,Tinggi,Padi
5/12/2023,29.18,32.07,26.14,74.17,1.32,Lapangan,Aluvial,Tinggi,Padi
5/13/2023,29.26,31.27,27.59,77.1,1.2,Lapangan,Aluvial,Tinggi,Padi
5/14/2023,29.14,31.69,27.34,76.99,1.27,Lapangan,Aluvial,Tinggi,Padi
5/15/2023,28.08,29.24,27.17,83.05,1.34,Lapangan,Aluvial,Tinggi,Padi
5/16/2023,28.45,30.3,26.68,77.97,1.34,Lapangan,Aluvial,Tinggi,Padi
5/17/2023,28.87,30.67,27.59,79.67,1.39,Lapangan,Aluvial,Tinggi,Padi
5/18/2023,28.41,30.99,26.96,82.1,2.41,Lapangan,Aluvial,Tinggi,Padi
5/19/2023,27.66,29.83,26.26,86,2.61,Lapangan,Aluvial,Tinggi,Padi
5/20/2023,27.94,30.42,26.01,84.38,2.45,Lapangan,Aluvial,Tinggi,Padi
5/21/2023,27.89,29.99,26.22,82.8,2.05,Lapangan,Aluvial,Tinggi,Padi
5/22/2023,27.76,30.07,26.26,83.16,2.48,Lapangan,Aluvial,Tinggi,Padi
5/23/2023,27.79,30.75,25.55,80.92,2.54,Lapangan,Aluvial,Tinggi,Padi
5/24/2023,28.05,30.96,25.43,80.3,1.46,Lapangan,Aluvial,Tinggi,Padi
5/25/2023,28.26,30.13,26.57,84.53,1.23,Lapangan,Aluvial,Tinggi,Padi
5/26/2023,28.15,31.01,26.07,83.01,1.72,Lapangan,Aluvial,Tinggi,Padi
5/27/2023,28.26,31.38,25.73,80.32,1.65,Lapangan,Aluvial,Tinggi,Padi
5/28/2023,28.15,31.47,25,78.96,1.85,Lapangan,Aluvial,Tinggi,Padi
5/29/2023,27.96,30.72,25.48,81.19,1.54,Lapangan,Aluvial,Tinggi,Padi
5/30/2023,28.37,31.56,25.69,78.24,1.26,Lapangan,Aluvial,Tinggi,Padi
5/31/2023,28.04,30.81,26.18,80.75,1.95,Lapangan,Aluvial,Tinggi,Padi
6/1/2023,28.14,31.06,25.64,80.2,1.87,Lapangan,Aluvial,Tinggi,Padi
6/2/2023,28.28,30.88,25.81,77.27,1.03,Lapangan,Aluvial,Tinggi,Padi
6/3/2023,27.53,28.73,26.54,82.92,1.15,Lapangan,Aluvial,Tinggi,Padi
6/4/2023,28.07,30.55,26.03,75.05,1.07,Lapangan,Aluvial,Tinggi,Padi
6/5/2023,28.5,31.65,25.89,73.75,1.1,Lapangan,Aluvial,Tinggi,Padi
6/6/2023,27.33,29.55,24.71,78.12,1.25,Lapangan,Aluvial,Tinggi,Padi
6/7/2023,27.94,30.64,25.14,73.47,1.24,Lapangan,Aluvial,Tinggi,Padi
6/8/2023,28.55,31.07,26.1,74.04,1.16,Lapangan,Aluvial,Tinggi,Padi
6/9/2023,28.82,32.42,26.03,72.21,0.95,Lapangan,Aluvial,Tinggi,Padi
6/10/2023,28.52,31.19,26.9,76.76,1.25,Lapangan,Aluvial,Tinggi,Padi
6/11/2023,28.31,30.61,26.41,77.47,1.41,Lapangan,Aluvial,Tinggi,Padi
6/12/2023,27.97,30.53,25.7,78.59,1.33,Lapangan,Aluvial,Tinggi,Padi
6/13/2023,28.54,31.62,25.66,75.6,1.09,Lapangan,Aluvial,Tinggi,Padi
6/14/2023,28.62,30.75,26.61,74.15,1.09,Lapangan,Aluvial,Tinggi,Padi
6/15/2023,28.73,31.74,26.37,72.03,1.06,Lapangan,Aluvial,Tinggi,Padi
6/16/2023,28.58,31.21,25.95,74.06,1.11,Lapangan,Aluvial,Tinggi,Padi
6/17/2023,28.62,31.52,26.06,74.08,1.01,Lapangan,Aluvial,Tinggi,Padi
6/18/2023,28.02,30.62,25.42,73.19,1.09,Lapangan,Aluvial,Tinggi,Padi
6/19/2023,28.61,31.67,26.58,66,1.23,Lapangan,Aluvial,Tinggi,Padi
6/20/2023,28.1,30.23,25.95,80.14,1.47,Lapangan,Aluvial,Tinggi,Padi
6/21/2023,28.45,30.34,27.3,78.76,1.29,Lapangan,Aluvial,Tinggi,Padi
6/22/2023,28.29,30.01,27.08,79.07,1.01,Lapangan,Aluvial,Tinggi,Padi
6/23/2023,27.74,29.96,25.85,81.54,1.5,Lapangan,Aluvial,Tinggi,Padi
6/24/2023,27.53,29.86,25.33,82.11,1.45,Lapangan,Aluvial,Tinggi,Padi
6/25/2023,27.43,29.85,25.55,84.78,2.29,Lapangan,Aluvial,Tinggi,Padi
6/26/2023,27.89,30.77,26.04,80.9,2.15,Lapangan,Aluvial,Tinggi,Padi
6/27/2023,27.73,30.33,25.49,78.36,1.87,Lapangan,Aluvial,Tinggi,Padi
6/28/2023,28.26,30.85,26.7,79,1.68,Lapangan,Aluvial,Tinggi,Padi
6/29/2023,27.56,29.77,25.98,84.86,2.44,Lapangan,Aluvial,Tinggi,Padi
6/30/2023,26.59,27.91,25.15,91.78,3.51,Lapangan,Aluvial,Tinggi,Padi
7/1/2023,27.8,31.56,24.79,74.16,1.3,Lapangan,Aluvial,Tinggi,Padi
7/2/2023,26.73,28.98,24.19,86.73,1.98,Lapangan,Aluvial,Tinggi,Padi
7/3/2023,27.72,29.74,25.69,80.22,1.08,Lapangan,Aluvial,Tinggi,Padi
7/4/2023,28.54,31.06,26.59,75.72,1.03,Lapangan,Aluvial,Tinggi,Padi
7/5/2023,28.11,30.29,26.17,77.56,1.18,Lapangan,Aluvial,Tinggi,Padi
7/6/2023,28.29,30.41,26.69,78.78,1.12,Lapangan,Aluvial,Tinggi,Padi
7/7/2023,28.09,30.15,26.43,81.51,1.28,Lapangan,Aluvial,Tinggi,Padi
7/8/2023,28.02,30.12,26.52,78.94,1.4,Lapangan,Aluvial,Tinggi,Padi
7/9/2023,27.04,29.59,25.68,84.61,1.79,Lapangan,Aluvial,Tinggi,Padi
7/10/2023,26.4,28.1,25.38,89.9,1.86,Lapangan,Aluvial,Tinggi,Padi
7/11/2023,27.22,30.3,24.82,77.38,1.53,Lapangan,Aluvial,Tinggi,Padi
7/12/2023,27.7,29.7,26.18,79.38,1.19,Lapangan,Aluvial,Tinggi,Padi
7/13/2023,27.91,29.89,26.4,79.82,1.25,Lapangan,Aluvial,Tinggi,Padi
7/14/2023,27.36,29.05,25.98,79.34,1.07,Lapangan,Aluvial,Tinggi,Padi
7/15/2023,27.92,30.76,25.28,77.19,1.44,Lapangan,Aluvial,Tinggi,Padi
7/16/2023,27.68,29.78,25.19,80.48,1.31,Lapangan,Aluvial,Tinggi,Padi
7/17/2023,27.72,29.89,25.6,80.06,1.03,Lapangan,Aluvial,Tinggi,Padi
7/18/2023,27.89,30.4,25.37,75.79,0.75,Lapangan,Aluvial,Tinggi,Padi
7/19/2023,26.31,28.48,24.97,87.76,1.54,Lapangan,Aluvial,Tinggi,Padi
7/20/2023,27.64,30.89,24.72,78.12,1.17,Lapangan,Aluvial,Tinggi,Padi
7/21/2023,27.52,29.58,25.24,84.69,1.83,Lapangan,Aluvial,Tinggi,Padi
7/22/2023,27.74,29.53,26.52,83.81,1.8,Lapangan,Aluvial,Tinggi,Padi
7/23/2023,27.46,30.28,25.09,81.45,1.46,Lapangan,Aluvial,Tinggi,Padi
7/24/2023,29.02,31.81,26.45,74.37,1.27,Lapangan,Aluvial,Tinggi,Padi
7/25/2023,28.1,29.75,26.09,73.97,0.98,Lapangan,Aluvial,Tinggi,Padi
7/26/2023,28.45,31.01,26.16,73.25,1.17,Lapangan,Aluvial,Tinggi,Padi
7/27/2023,27.82,30.5,25.52,78.57,1.3,Lapangan,Aluvial,Tinggi,Padi
7/28/2023,28.42,31.72,25.74,76.73,1.57,Lapangan,Aluvial,Tinggi,Padi
7/29/2023,28.38,31.71,25.21,77.75,1.43,Lapangan,Aluvial,Tinggi,Padi
7/30/2023,28.02,30.08,25.98,83.24,1.25,Lapangan,Aluvial,Tinggi,Padi
7/31/2023,27.52,29.27,26.09,87.9,2.04,Lapangan,Aluvial,Tinggi,Padi
8/1/2023,28.06,30.58,26.49,81.84,1.24,Lapangan,Aluvial,Tinggi,Padi
8/2/2023,27.83,29.96,25.79,81.1,1.33,Lapangan,Aluvial,Tinggi,Padi
8/3/2023,28.21,30.6,25.85,78.76,1.44,Lapangan,Aluvial,Tinggi,Padi
8/4/2023,28.31,30.32,26.79,81.85,1.31,Lapangan,Aluvial,Tinggi,Padi
8/5/2023,29.27,32.57,26.8,68.31,0.87,Lapangan,Aluvial,Tinggi,Padi
8/6/2023,28.49,30.82,26.65,76.12,1.6,Lapangan,Aluvial,Tinggi,Padi
8/7/2023,27.95,30.94,25.03,74.99,1.58,Lapangan,Aluvial,Tinggi,Padi
8/8/2023,28.07,30.69,25.55,74.86,1.21,Lapangan,Aluvial,Tinggi,Padi
8/9/2023,27.89,29.94,25.79,79.11,1.39,Lapangan,Aluvial,Tinggi,Padi
8/10/2023,27.64,30.48,25.12,78.97,1.59,Lapangan,Aluvial,Tinggi,Padi
8/11/2023,27.38,29.29,26.2,84.16,1.65,Lapangan,Aluvial,Tinggi,Padi
